"","id","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","Actual_Seg","Kmeans.cluster"
"41",41,1,6.8965631110375,1,3.13088578697376,1,10,4.2896167854966,1,3.37780964015325,5.80156016999311,1,2
"42",42,7.82366221252428,1,6.73189618194969,6.60586224073589,5.11665710566625,10,8.44009131289519,1.18543052944268,6.59301038629943,1,1,6
"43",43,3.51039950445125,1.54356813403343,3.30254018189976,1.75017806883899,8.2847859600111,2.68066919729193,1,8.86775260817165,6.3773132762951,1,1,1
"44",44,1,8.90953182412913,8.74140069724428,1,5.69957007650756,7.37165186771356,5.64737682096248,9.58437218631788,9.25352162258192,3.85895433468307,1,6
"45",45,1,4.49693287952841,1.25917443276356,10,1,7.29825418742375,6.74542708675161,1,3.75146904691951,1.99566739829959,1,2
"46",46,5.37502992413868,3.94609715337746,4.35476238807414,1,1,8.10388157613549,3.03059839309403,7.76986920736674,1,6.42372639171577,1,4
"47",47,2.23689561850816,5.27947956021592,1,6.13824952601153,9.97090008844363,7.47584465923132,10,1,3.41370484401475,1.27340789915957,1,2
"48",48,1,1,3.75494978161069,4.77457146322874,1.82992830800917,1,10,5.39709982533372,7.29214705086211,1,1,5
"49",49,1.83790739910453,6.02048132223402,6.13494588825059,9.39577106037964,10,1.23723509795478,4.135565211547,8.67703521407562,10,1,1,5
"50",50,5.7506611214971,5.4168566518209,10,1,1,9.26261305171677,10,10,1.11730570129167,1,1,6
"51",51,1.12994655285105,1,1.08864187017299,5.1762240846967,7.38771706833863,6.79519013191229,10,6.66921510124348,7.27809253362232,1,1,2
"52",52,1,10,10,9.0258498925061,5.51624050993155,7.16731981398126,10,3.64819101642905,9.63277243210234,8.03647841985239,1,5
"53",53,1,6.98708178681729,1.88167700127711,1,1,8.97136408810762,10,1.19661076458064,8.49949475076132,2.57684035090228,1,2
"54",54,5.0681089288949,8.14342444156858,7.2054314026059,1,4.08476793494818,10,10,10,5.68749103161984,2.06587163261688,1,6
"55",55,8.61448483064045,10,3.87128052840921,1,1,2.66002646998535,1,1.42163699472704,10,1,1,4
"56",56,1,8.67478981246443,7.67583969162122,3.49375904647893,10,10,8.04776320907527,1.5204735702843,9.4646274757853,1.86361047361242,1,6
"57",57,1,10,3.74323927383286,1,10,7.59214837113517,6.13791227082752,1,1.45133524162429,1.48313811904418,1,2
"58",58,1,1,5.58001003876582,1,2.4081597256252,7.02050179898844,1.15906987756806,1,9.36390720759854,1,1,1
"59",59,1,1,1,1.36066323937702,2.72898539580412,10,1,10,10,1,1,2
"60",60,7.0810337242561,2.86768489386463,4.70560727397929,1,1,6.62900655306488,8.8477437791332,1,9.56275205475762,6.63925987041348,1,6
"61",61,1,9.00782948124266,3.46172819376115,1,1,10,1,1,5.42779131289506,2.76321466607098,1,2
"62",62,1,5.61582247558788,7.99715488754333,1,8.4058189136952,6.64219599272891,7.44001825266565,1,8.08227631925243,10,1,3
"63",63,5.82834689165455,6.27342257654376,3.34544014298309,1,2.39385324488712,7.82991661174825,1,1,10,1,1,2
"64",64,7.75399655246481,3.18145257404083,4.58749839600307,5.40481809214147,10,6.72874806251383,3.7128833992399,4.33157519879892,7.09740007442939,7.05937188350975,1,3
"65",65,10,3.83151231172647,9.3703504962229,3.75631277686314,1,3.21159438149407,1,1,9.03358230558312,8.40848676554014,1,1
"66",66,1,8.28048070822486,8.1137479426674,4.46231543622223,5.47464020026966,10,10,1.67591914042218,1,7.35157763600066,1,6
"67",67,1.00468262702173,6.82608782476002,1,10,5.69666623431406,10,10,1,6.61911110886485,1,1,2
"68",68,1,1,6.80439825045234,7.21132504331796,6.1586905218015,1.43618547818195,10,4.96836035551799,9.20209763581183,6.73239004706759,1,5
"69",69,5.37537687948793,4.08767897890567,1,1,1,10,10,8.16082922377401,10,2.71221401921153,1,2
"70",70,6.79419926411812,5.85372166120585,1,1.63225548989814,1,2.18371323529635,8.46629155957581,9.48003219469096,6.33327110382829,5.11235833749519,1,4
"71",71,1,6.90493535480751,10,3.46428324379524,3.32241434980753,4.47114680257919,10,6.14393003423622,6.16507477082651,5.14818056058215,1,6
"72",72,9.4244976665317,10,1,2.98519054248234,4.90809096447061,8.7418102568443,7.86975074112187,7.11254957504298,8.84499336397489,1,1,4
"73",73,7.22073445127211,10,8.3237954319377,1,1,6.61738455346227,10,2.64734608320504,9.7109423260083,1,1,6
"74",74,1.12615341196761,10,1,8.59269634483228,10,10,2.39050681389513,9.83314776833826,6.97648898409785,1,1,2
"75",75,6.4127651844691,6.88836863880477,1,1,8.86942931439494,10,1,9.9153212384358,4.5785264135572,6.85458340021803,1,3
"76",76,6.81610419290283,10,3.71753439344875,1,1.677179005639,6.90396023399089,2.27126627438997,9.20986424376465,2.45934970186473,1,1,4
"77",77,1,8.0895156877987,1.46462650865682,8.0001107336026,10,10,7.71512224223451,1.48913615661118,10,1,1,2
"78",78,6.11935543026134,10,1.81362899604794,3.73065057994264,1,6.35220979717361,3.95746901292679,2.62165221180733,6.72556377666882,7.87600927355507,1,4
"79",79,1,1,3.81732399171441,6.78686940981521,2.33774619001521,7.21646140636,2.72953310320744,2.6951973738107,5.18600957716859,1,1,2
"80",80,1,8.11481806690072,1,1,1,2.5436339535627,9.40344181634419,1,6.76953909748528,3.78134545657376,1,2
"81",81,5.63487381730408,5.52438522835012,8.07909220179381,10,1,5.63846761468047,4.48552773867771,6.29988652826256,2.17134079276427,1,1,5
"82",82,1.09091101360959,4.19930301864854,1.77231184696848,3.92991469839895,5.01944410932496,1,10,1.06090237160637,10,3.7395983394719,1,2
"83",83,8.46726309143537,1,1.87881221019485,4.97815619301459,1,10,1.4185162911722,10,10,7.04752225136897,1,1
"84",84,10,5.51772444328836,1,5.42389946164546,1.67022138462972,8.79739539764957,6.26493034048217,1,1,7.85312422316462,1,4
"85",85,5.96008303638687,3.8164091268766,1.80332773688655,3.27845938120775,10,10,8.1475023419327,10,6.32851777887659,1,1,3
"86",86,1,8.06031813389287,6.03850361236459,8.272347549622,1,1,10,5.59506753210484,2.99719231836887,5.69122940214924,1,5
"87",87,1.82869860343931,5.84726155764809,1,1.79107478819091,5.25689454340599,10,9.77894548582148,1,5.79798883534807,5.19118814098646,1,2
"88",88,10,10,1,1,1,8.84186428683864,6.21138544503682,10,10,3.00802450290458,1,4
"89",89,3.191412300008,1,3.68167793071758,2.42159882860533,1,5.11004960059243,10,1,9.8599725169316,1.83477138548539,1,2
"90",90,2.29189256730366,8.80038021278667,9.81327065015611,5.73227247141762,1,1.56487934910459,10,6.81901893306906,10,10,1,5
"91",91,4.72020141870603,1.68848965609249,10,1.40135232976989,1.9077111067407,8.6989617360013,8.17960269194466,9.01697404276375,1,1,1,6
"92",92,1,5.16678598639638,7.37668518333369,1,1,7.02841951499687,1.61317568912242,10,10,1.86579733580701,1,1
"93",93,2.20052604414902,1,7.45061847267555,1,4.50409238386501,8.60154364967991,5.75086536766946,1.9949860569115,6.05765770843574,1,1,6
"94",94,1,10,1,1,2.46360697691232,7.10909852410715,9.84687476106383,3.66018265423567,10,1.43897478407465,1,2
"95",95,7.87390203847381,1,7.54516418105745,1,1,10,1,7.98938048327892,10,3.00089278786587,1,1
"96",96,1,1,8.26957776757401,1,4.6550761595512,4.71812729985624,8.58634964917785,1,5.76923068102053,1,1,6
"97",97,1,1,10,1,3.3986322271279,1,10,8.58870571169411,5.84081030638796,1,1,6
"98",98,1,8.53957146405259,5.06377100254057,3.12294404804522,1,1.75892823587351,7.80618628695772,10,1,5.58140312615015,1,5
"99",99,6.8115549289187,1,10,1,6.59944943706735,4.90547075920518,10,1,9.82010182203014,1,1,6
"100",100,4.90430218013427,6.05177766975623,3.78829603543074,7.65624977627035,1.60788937442173,3.04244820908538,7.32319325443281,6.43347371345781,10,8.99362159603343,1,5
"101",101,1,6.73845962664755,7.26087628755431,1,2.38339959221981,10,4.59415106541886,2.76968451349572,9.12030620329316,3.5119957620784,1,2
"102",102,1,6.39748117447827,8.53452166216869,10,1.70935681272503,9.71500511324149,8.20750415451523,7.14134223457987,6.6409009155406,4.20237982019719,1,5
"103",103,1,4.31218727308335,1,1,1,5.49571581828708,6.21140317033299,3.81599628924704,10,10,1,2
"104",104,1.33734749028935,1,1.84774739266069,1,1,3.94256552811367,5.24547806637034,1.75409398958268,7.47709974004935,1,1,2
"105",105,5.4797227423905,3.20962427175401,7.69539300262076,1,8.4809577413511,8.2011958880446,9.06118876772334,6.04666249538256,1,1.24786943840338,1,6
"106",106,1,3.57928846714387,10,5.60814195421162,2.03283872647025,4.73238274140572,2.33810904959872,8.42364860417858,1,2.93009911464768,1,1
"107",107,8.08695151534934,1,3.12818511335589,7.23210461064737,2.4476054416337,8.08167368416511,10,1.26951501699563,1,10,1,4
"108",108,5.88713250578587,5.63999333119518,5.75431385149341,1,1,1,7.11902139688851,3.31726354882799,1,7.1475979075882,1,4
"109",109,4.5296746428663,6.87705294173368,1,1.19078206107941,1,10,3.48666657936602,8.45619834515155,9.27739239196181,6.86686249656943,1,2
"110",110,1,10,4.15853249948584,10,10,8.12825366808616,10,1,6.99076044229142,1,1,2
"111",111,1,9.00713967363496,4.53257540338909,1,4.96031514497674,10,10,1,2.24964022440355,1,1,2
"112",112,1,4.84922473759868,3.67307489428262,3.92198106752436,1,4.50634554243113,6.87765025479103,1,3.8667812235116,1,1,2
"113",113,1,5.1975070972512,1,7.40862483536868,1,10,1,6.44361890372123,4.57518275179562,3.96742908997545,1,2
"114",114,1,1.77988005896913,4.61874020814583,1,1,10,1.66944682345488,2.26538591349443,3.18578527179382,9.65139103262278,1,2
"115",115,1,1.47426942696382,5.87350088177677,1,5.5630345750656,2.79531431550772,10,2.40989922531189,2.59202941843822,10,1,3
"116",116,1,1.07148302009627,1,1,2.89234311280894,8.08954942052517,4.07932311203016,7.8516505014936,10,1.16040571063531,1,2
"117",117,4.2255668926009,6.21459980591876,6.21319920168412,1,1.7196420532284,7.77654183813248,10,10,6.00401328376794,1.95109125659185,1,6
"118",118,4.40835624897301,7.63725168177181,8.94836119963234,1,5.25665906104863,4.00912980454991,8.3865349836193,8.85276802203078,5.99323111979933,1,1,6
"119",119,1.02801543075302,3.61887659843318,2.69242258743486,1.17068135441056,7.71166417781627,7.13884335484621,9.21732672521414,4.97339530459172,5.99481237636377,1.65385711199813,1,2
"120",120,4.24622954166183,1,5.18808500693206,2.88688144616053,1,2.73211320851382,1,10,1.60966988709555,1,1,1
"121",121,2.32371814262101,9.12120448702445,1,1,1,5.24468493319759,10,7.77220101033861,6.37995776054761,6.66829868978411,1,2
"122",122,1,1.88607635319424,10,2.55153000075677,1.01111188458521,7.82570854775116,7.089300468395,5.37978785387474,10,1,1,6
"123",123,1,4.09256479640411,1.20068728980538,1,1,8.21998541951553,7.89249784208355,1.91585246851397,4.75337054250164,1,1,2
"124",124,5.68253114821086,10,10,3.92266186004353,1,7.45328463020448,8.74856457357512,5.23384831032592,5.88170653463344,2.99444336217704,1,6
"125",125,3.75918943257046,4.2335379043402,1.2551016945881,7.21685082349785,2.54626005614738,8.74482847211079,5.62450916753412,1,2.0341755220753,4.89066636905217,1,2
"126",126,2.68019554995925,8.81340062902742,8.74341579167276,10,5.24417820312657,5.26445303742554,3.79007719861434,1,3.76836125803119,7.31755172559212,1,5
"127",127,7.60404814329694,6.37946111384477,3.75408540630768,6.85218953165037,3.3103064733866,10,10,10,8.35062148546224,1,1,6
"128",128,1,1.49443502382072,10,3.62909281941931,1,7.26267354984163,10,8.27136132405724,4.02886172367197,8.4613028070771,1,6
"129",129,4.36220346363297,2.07383230587923,4.19064570416528,1,8.55347490625202,2.26507110825518,7.94116395911753,5.26801049731239,10,1,1,3
"130",130,3.33906573597003,7.75553876501573,5.47552892118101,3.34728700874148,4.67385728731612,8.59794230909985,2.56459573799579,2.19633324838033,1,1,1,2
"131",131,1,2.86793402807736,6.27628834691348,1,1,7.64439771500012,4.12277600932103,8.72407001172648,8.3172967008801,1,1,6
"132",132,1,9.82562896401706,6.44360076269691,1,5.15354091169611,10,7.79180900371498,8.27258014186549,4.70022695178626,1,1,6
"133",133,1,10,1.24934697658805,1,3.39870202345435,10,5.56565092473789,6.51086492934527,10,5.91829803861114,1,2
"134",134,3.49262313948606,9.31143986210534,1,6.38015599125788,1,2.70214353234159,6.74229231199283,1,8.23185543332882,1,1,2
"135",135,10,10,3.50833516413886,1,3.70512245107636,3.09922670302255,5.88590666142999,6.83536519980929,10,4.99858825703621,1,4
"136",136,9.44878992687165,8.46504989272922,5.38977068353914,2.67326849365101,8.71230308386643,10,7.68041587534737,5.08482124969332,9.22671793363453,6.58341805739241,1,3
"137",137,6.21827855171697,10,1.56027878000455,1,1,10,5.90118417374355,1,7.83012263499731,6.31734418697969,1,2
"138",138,9.40091419887067,10,2.38420563973559,4.90769220584204,4.63475370564479,4.8652623930429,5.42389146546853,1,10,1.1221924177635,1,4
"139",139,8.38744270268885,8.23927767478795,1,4.65636508543728,1,10,10,2.89390626963148,10,7.85496421990766,1,4
"140",140,1,1,1,10,2.61139720337477,7.10866029980346,2.49545481094418,3.38142220002239,4.11835483349538,6.77917240911473,1,2
"141",141,7.34176018974143,10,1.32224382987404,1.34001735060762,6.71192922887631,10,6.8740681190526,3.13927679074157,10,1,1,2
"142",142,2.27531851052623,6.12204352287837,5.28433901044753,1.57182918775806,1,3.16174218840947,8.64024761805462,8.38134658191584,6.22343632213459,6.47459822898487,1,6
"143",143,4.17564098879244,1,10,7.33438834807477,4.4024113428912,7.57886696512234,5.47530837121713,6.784410289609,7.7351707170749,6.75592263697306,1,1
"144",144,1.02895143491685,7.83603496233744,6.2676831767958,5.02568459677705,5.44239732698034,1,4.96396941367412,2.5520900969418,7.09350468493358,10,1,5
"145",145,1.6386879194128,10,6.04810135799541,2.61110804010748,5.59506173731163,7.51747725441408,9.73370224352663,7.40401370105421,10,1.32575467492338,1,6
"146",146,7.74656001917315,10,3.96958705557379,1,6.09972888997263,6.81634763382801,3.76697030033596,3.1926693330374,1.24334754706386,3.99279550622299,1,4
"147",147,1,10,1,1.38364551772321,2.32581245437291,7.12270317824863,10,3.97730568909406,3.26207499457998,1,1,2
"148",148,3.29332250497106,10,5.46849941362865,1,2.03162206001177,10,8.54920462198554,1,9.84735998232578,1.64849091974962,1,2
"149",149,1,8.74754356387991,1,1.44284189225472,1,10,10,1.19081417978257,7.83646983935261,1,1,2
"150",150,10,9.73744085658009,1,8.92620877232142,7.48807175408501,3.61633697320187,10,4.13863968711811,6.49397981244356,10,1,3
"151",151,10,5.19470575018884,8.82790279526285,2.55920650982041,1,10,1.06486552568501,1,1,1,1,4
"152",152,6.50538908517054,3.57478875836506,6.11905373857846,5.21791321950658,2.05063819393684,9.30224597524021,7.19478436644582,5.07286901677085,8.97248083911178,1.20330776966628,1,6
"153",153,1,2.99240729219869,6.43196632389618,1,5.67890712420011,3.88259849357868,9.28399578028992,4.41831860300083,10,1,1,6
"154",154,5.94517598817623,6.35125327863417,7.26276960942787,2.0668035183673,4.26672543404096,10,10,1,4.7357181132384,7.2382257145769,1,6
"155",155,5.58911593595024,1.0081011506834,1.15425979618494,1.96838856485093,2.61622582325014,3.44197704014858,5.74376116115707,1.94984158073843,7.79351976760264,2.90842200530972,1,2
"156",156,1,10,6.30458498184813,3.29626564974067,7.33001668082838,1,10,4.53630406559319,4.01123400635744,1,1,5
"157",157,1,10,4.19820644890694,6.85379741330906,3.28828526539342,10,10,10,3.49194884860726,1.60808951959505,1,2
"158",158,6.47690578376407,7.85928719885059,1,6.74520499889206,1.61354606631401,8.33494473048283,3.078909905533,3.91538578213913,1,5.97105924631614,1,4
"159",159,8.10799169314484,8.3549565059346,1,2.24340254580197,1,6.82856776468162,10,5.56250158536647,6.68241188181529,4.01499012951657,1,4
"160",160,1,1,2.44904663609824,10,2.96589245839984,10,5.04216663704887,1.92052040768897,1,1,1,2
"161",161,2.16698231014686,1,1,5.75025208389145,2.05384663171259,10,1.50622616256074,1.13664646044321,8.93129728884092,7.6148380016217,1,2
"162",162,6.23649103436327,2.43110393295313,3.97299297846401,9.03309175850057,5.06885574659808,8.69984515843183,4.61981893035666,1,2.30513596007154,1.82925618864157,1,2
"163",163,5.34497739790873,1,2.27489758012059,1.10606835729287,4.32624826039265,10,9.98164987689617,5.60707619279006,2.57910066545459,1,1,6
"164",164,10,7.59250018453121,3.13378517851894,1,1,10,6.66126171867803,1,10,2.09412257392203,1,4
"165",165,6.73343992611602,1.24308275564022,7.06741999513077,2.44748337755732,1,1,10,3.57684870765438,10,1,1,6
"166",166,1,2.40031567368951,3.95425444084137,3.91915031323754,9.32799055720733,10,1,9.10651279895845,10,5.82571828327816,1,1
"167",167,1,4.54110171400141,5.03074666709543,1,1,2.26129203252407,5.09165136736303,6.24074587884624,3.78687582613649,1,1,2
"168",168,1,1,1,2.03747902649625,2.89799863341908,1,10,7.80765690886564,1.08701477748633,5.26548084201515,1,2
"169",169,1.03373719649675,1.34196091960649,6.62786723062649,6.78682557481284,1,10,3.66474913484649,7.32898380202868,8.90377124284082,4.43597992149022,1,1
"170",170,1,2.66310598688352,1,1,1,8.07610513789921,6.67841269664101,1,2.3068188768581,8.6807602785079,1,2
"171",171,2.10591684034831,6.81592602874745,6.2038922019807,4.83417044525328,1,6.85331684161373,4.83764593781233,10,6.80583976156558,1,1,5
"172",172,2.78862176659002,10,1,5.51148173694256,1,7.90637637794878,10,9.7711907969053,10,1,1,2
"173",173,1,1,1,3.81779438598889,10,9.47961152942777,10,1,7.33193708162087,1,1,2
"174",174,1,1,3.56032765665192,5.32128346488387,1,2.16521889164662,10,4.61192540262709,9.15000786782974,8.88550524259007,1,5
"175",175,1.80689612718143,7.15840596667739,5.65161958234163,1,1.93963467876015,10,10,6.57253076297561,6.57368544273607,2.0768377984001,1,6
"176",176,1,2.64297182571488,1,9.69156180339641,1,1,2.32075220791286,5.44530435097687,10,1,1,5
"177",177,4.28039783683018,1,7.86122635936007,2.49994603026121,4.19364621019824,5.50182094686156,5.13235264961842,8.72224015690014,8.64068658684945,3.10621096597048,1,1
"178",178,3.88508012926259,7.48194626918175,4.22331830199889,8.58786607123897,1,3.65817931186785,10,2.87951491887258,4.73772968123831,4.42783421260233,1,5
"179",179,1,3.69674085867935,4.22546737259091,5.25044856156071,1,10,3.93394132288704,6.82223608630751,5.64391418094522,6.08499418449125,1,2
"180",180,7.19590705482971,4.6473612278418,7.50387911589492,1.56601433122406,1.0466086974655,10,7.44279726690236,3.21505175272581,10,1.61807706385914,1,6
"181",181,1,4.73936284748593,8.43747089628605,6.09891358588886,1,2.52238743008965,1,8.10797002153354,5.25549536909242,1,1,5
"182",182,1,6.2167390920433,3.72955009689987,1.89520491362341,2.39439047300474,10,6.9952609936334,1.80824658213878,7.61763909479225,7.82580977839012,1,2
"183",183,7.17312848916065,10,4.65649833798881,6.33829996154052,1,5.00471050900077,10,8.0026497824336,5.2792828730308,10,1,4
"184",184,1,1.51451328947858,4.01013121553343,2.53188383796369,10,10,5.49360063854772,1,6.11487459277843,2.85099704144626,1,2
"185",185,10,4.15462151067057,6.02140978455967,1,3.64455452196211,6.56600469733309,3.48398704360293,5.03764236869829,7.50661201611315,8.52670641939016,1,4
"186",186,5.55338661563908,1,1,5.10503967458053,10,4.91157788684118,1,3.61350670177526,2.19831451222385,1,1,3
"187",187,1,7.50996844009149,1,7.61464965912923,1,1.74012271321761,5.29396255676599,3.43305998226551,7.37786875127018,6.10450849130027,1,5
"188",188,3.77175761717283,1,1,7.02222459627796,3.55695783855865,1.91290181020095,10,10,9.02810041207113,2.0094715810084,1,5
"189",189,1,4.11970799273327,2.78811012108439,4.3866927234806,5.10445182416692,6.7264554223836,1,4.09771811872734,10,1,1,2
"190",190,1,10,2.51909560002652,1,8.01135873862109,5.03868786043986,7.40456121006299,1,6.37124931636521,7.345828402903,1,2
"191",191,1,1,6.2386408776144,1,1,7.4195433464298,10,1,10,4.7418085352457,1,6
"192",192,6.38713655709658,1,6.22793474502776,1,1,3.56505247634178,10,5.20432905583933,1,5.80987134693736,1,6
"193",193,4.05226711769131,7.44933253232649,1,9.70644624996479,1,7.95025530742697,4.84734348217032,10,9.89994168676056,1.35794426977098,1,5
"194",194,1,7.01284931601707,1.21347222235576,8.77428686560623,1,1,8.81919378375986,7.42160233662028,6.18862205128088,1,1,5
"195",195,4.65636575260539,2.62663054569633,1.05283621837752,7.08687888300646,10,5.0794828305462,10,6.60195813571881,2.81921079690816,5.0377152545109,1,3
"196",196,1,7.5554782571003,1,1,3.48609146434419,1,10,2.5852031992219,7.46963481765407,1,1,2
"197",197,3.52449670277696,1,4.21779552805804,4.37641197972651,3.82472312412565,10,1,6.43230342126498,4.44899228083164,1,1,1
"198",198,1,3.33671789658271,1,1.3123563583223,9.41910165073954,10,3.27335631175095,10,4.13370751406214,6.51005462542395,1,3
"199",199,1,7.61182076407686,2.22286833919865,3.1880319918111,6.70769038701149,9.65410763625398,1.05633428414922,1,1.57280362409524,1,1,2
"200",200,1,8.17462211475027,5.12517770769322,1,7.988105818401,3.20255184199244,9.77697150763693,7.0143187468306,1.62001685785498,1,1,6
"201",201,1,8.61878787351916,1,7.1175886201389,5.24374268876643,7.59493965692654,8.95090489909652,1,1.00207639834962,1,1,2
"202",202,1,8.86175108302385,4.12230245856207,9.14710769296497,9.48473292178291,3.24985409486379,10,9.97346827480049,1.42473848079494,1,1,5
"203",203,6.43549246033312,10,7.76038994024555,2.26248477764604,6.21345276762466,7.3732690411008,2.41163139089981,1,10,1,1,2
"204",204,8.43604597969927,5.97372322078517,8.36678530566539,5.23737643294831,1,10,5.34278998357201,3.2207938065383,2.28130081340499,1,1,4
"205",205,7.39928334769957,1,1.34858519044865,2.38965268163747,1,1.14237400031923,8.49918130508269,2.31199149954293,4.41852057064984,10,1,3
"206",206,1,9.72022745940799,6.85920122211313,1,4.67930013354554,7.13963346402375,7.46510221582379,4.9163833464609,9.13039884842896,1,1,6
"207",207,1,7.8804453564714,1,3.18421653816732,10,10,10,1,10,1,1,2
"208",208,8.28596205048099,1.81041072606829,1,2.63117631170606,2.61620330502713,7.13123985533563,10,3.46323028272018,7.78461501941942,1,1,2
"209",209,2.76712475779843,1,7.72569491600311,5.00958406671472,7.95391116977127,6.80004273989342,3.50160237711263,5.28157490630031,2.63803843681736,2.25209311471421,1,1
